office,district,candidate,party,precinct,votes,absentee_votes
State Senate,9,John P. Burke,D,West Warwick 3807,1161,468
State Senate,9,John P. Burke,D,West Warwick 3808,1010,359
State Senate,9,John P. Burke,D,West Warwick 3809,893,414
State Senate,9,John P. Burke,D,West Warwick 3810,701,242
State Senate,9,WRITE-IN,,West Warwick 3801,7,1
State Senate,9,WRITE-IN,,West Warwick 3802,2,2
State Senate,9,WRITE-IN,,West Warwick 3803,0,0
State Senate,9,WRITE-IN,,West Warwick 3804,1,0
State Senate,9,WRITE-IN,,West Warwick 3805,2,0
State Senate,9,WRITE-IN,,West Warwick 3807,6,4
State Senate,9,WRITE-IN,,West Warwick 3808,3,2
State Senate,9,WRITE-IN,,West Warwick 3809,4,2
State Senate,9,WRITE-IN,,West Warwick 3810,1,1
State Senate,10,Mark W. Smiley,R,Bristol 0201,462,80
State Senate,10,Mark W. Smiley,R,Bristol 0205,711,118
State Senate,10,Mark W. Smiley,R,Bristol 0206,478,97
State Senate,10,Mark W. Smiley,R,Tiverton 3301,687,135
State Senate,10,Mark W. Smiley,R,Tiverton 3302,682,112
State Senate,10,Mark W. Smiley,R,Tiverton 3303,379,84
State Senate,10,Mark W. Smiley,R,Warren 3401,407,73
State Senate,10,Mark W. Smiley,R,Warren 3402,700,133
State Senate,10,Mark W. Smiley,R,Warren 3403,640,147
State Senate,10,"Walter S. Felag, Jr.",D,Bristol 0201,708,276
State Senate,10,"Walter S. Felag, Jr.",D,Bristol 0205,1061,372
State Senate,10,"Walter S. Felag, Jr.",D,Bristol 0206,944,389
State Senate,10,"Walter S. Felag, Jr.",D,Tiverton 3301,1024,482
State Senate,10,"Walter S. Felag, Jr.",D,Tiverton 3302,985,441
State Senate,10,"Walter S. Felag, Jr.",D,Tiverton 3303,590,308
State Senate,10,"Walter S. Felag, Jr.",D,Warren 3401,1053,442
State Senate,10,"Walter S. Felag, Jr.",D,Warren 3402,1285,579
State Senate,10,"Walter S. Felag, Jr.",D,Warren 3403,1603,775
State Senate,10,WRITE-IN,,Bristol 0201,0,0
State Senate,10,WRITE-IN,,Bristol 0205,3,1
State Senate,10,WRITE-IN,,Bristol 0206,5,4
State Senate,10,WRITE-IN,,Tiverton 3301,1,0
State Senate,10,WRITE-IN,,Tiverton 3302,0,0
State Senate,10,WRITE-IN,,Tiverton 3303,3,0
State Senate,10,WRITE-IN,,Warren 3401,2,0
State Senate,10,WRITE-IN,,Warren 3402,2,0
State Senate,10,WRITE-IN,,Warren 3403,6,1
State Senate,11,James Arthur Seveney,D,Bristol 0202,531,210
State Senate,11,James Arthur Seveney,D,Bristol 0207,672,319
State Senate,11,James Arthur Seveney,D,Bristol 0208,881,332
State Senate,11,James Arthur Seveney,D,Portsmouth 2701,92,36
State Senate,11,James Arthur Seveney,D,Portsmouth 2702,228,91
State Senate,11,James Arthur Seveney,D,Portsmouth 2703,1244,517
State Senate,11,James Arthur Seveney,D,Portsmouth 2704,1740,703
State Senate,11,James Arthur Seveney,D,Portsmouth 2705,548,249
State Senate,11,James Arthur Seveney,D,Portsmouth 2706,563,226
State Senate,11,James Arthur Seveney,D,Portsmouth 2707,1758,728
State Senate,11,James Arthur Seveney,D,Portsmouth 2708,1833,817
State Senate,11,James Arthur Seveney,D,Tiverton 3304,850,363
State Senate,11,WRITE-IN,,Bristol 0202,25,4
State Senate,11,WRITE-IN,,Bristol 0207,20,6
State Senate,11,WRITE-IN,,Bristol 0208,33,5
State Senate,11,WRITE-IN,,Portsmouth 2701,1,0
State Senate,11,WRITE-IN,,Portsmouth 2702,8,1
State Senate,11,WRITE-IN,,Portsmouth 2703,62,14
State Senate,11,WRITE-IN,,Portsmouth 2704,80,9
State Senate,11,WRITE-IN,,Portsmouth 2705,31,9
State Senate,11,WRITE-IN,,Portsmouth 2706,30,3
State Senate,11,WRITE-IN,,Portsmouth 2707,55,12
State Senate,11,WRITE-IN,,Portsmouth 2708,50,11
State Senate,11,WRITE-IN,,Tiverton 3304,35,1
State Senate,12,Louis P. DiPalma,D,Little Compton 1801,1832,590
State Senate,12,Louis P. DiPalma,D,Middletown 1901,1149,504
State Senate,12,Louis P. DiPalma,D,Middletown 1902,1321,592
State Senate,12,Louis P. DiPalma,D,Middletown 1903,1220,529
State Senate,12,Louis P. DiPalma,D,Middletown 1904,1767,757
State Senate,12,Louis P. DiPalma,D,Middletown 1905,1283,537
State Senate,12,Louis P. DiPalma,D,Newport 2101,926,354
State Senate,12,Louis P. DiPalma,D,Tiverton 3305,213,73
State Senate,12,Louis P. DiPalma,D,Tiverton 3306,1137,401
State Senate,12,Louis P. DiPalma,D,Tiverton 3307,838,355
State Senate,12,WRITE-IN,,Little Compton 1801,62,8
State Senate,12,WRITE-IN,,Middletown 1901,26,5
State Senate,12,WRITE-IN,,Middletown 1902,40,6
State Senate,12,WRITE-IN,,Middletown 1903,32,5
State Senate,12,WRITE-IN,,Middletown 1904,49,8
State Senate,12,WRITE-IN,,Middletown 1905,40,8
State Senate,12,WRITE-IN,,Newport 2101,22,4
State Senate,12,WRITE-IN,,Tiverton 3305,7,1
State Senate,12,WRITE-IN,,Tiverton 3306,36,2
State Senate,12,WRITE-IN,,Tiverton 3307,37,8
State Senate,13,Dawn M. Euer,D,Jamestown 1501,1645,642
State Senate,13,Dawn M. Euer,D,Jamestown 1502,1374,648
State Senate,13,Dawn M. Euer,D,Newport 2102,1479,593
State Senate,13,Dawn M. Euer,D,Newport 2103,550,210
State Senate,13,Dawn M. Euer,D,Newport 2104,441,204
State Senate,13,Dawn M. Euer,D,Newport 2105,1142,585
State Senate,13,Dawn M. Euer,D,Newport 2106,1282,633
State Senate,13,Dawn M. Euer,D,Newport 2107,1225,526
State Senate,13,Dawn M. Euer,D,Newport 2108,658,290
State Senate,13,Dawn M. Euer,D,Newport 2109,308,90
State Senate,13,WRITE-IN,,Jamestown 1501,63,14
State Senate,13,WRITE-IN,,Jamestown 1502,48,13
State Senate,13,WRITE-IN,,Newport 2102,50,9
State Senate,13,WRITE-IN,,Newport 2103,15,3
State Senate,13,WRITE-IN,,Newport 2104,13,2
State Senate,13,WRITE-IN,,Newport 2105,35,10
State Senate,13,WRITE-IN,,Newport 2106,43,7
State Senate,13,WRITE-IN,,Newport 2107,41,6
State Senate,13,WRITE-IN,,Newport 2108,16,8
State Senate,13,WRITE-IN,,Newport 2109,6,3
State Senate,14,Valarie J. Lawson,D,East Providence 1001,1223,549
State Senate,14,Valarie J. Lawson,D,East Providence 1002,891,398
State Senate,14,Valarie J. Lawson,D,East Providence 1003,550,165
State Senate,14,Valarie J. Lawson,D,East Providence 1008,1192,481
State Senate,14,Valarie J. Lawson,D,East Providence 1009,1228,499
State Senate,14,Valarie J. Lawson,D,East Providence 1010,1368,563
State Senate,14,Valarie J. Lawson,D,East Providence 1011,1203,563
State Senate,14,Valarie J. Lawson,D,East Providence 1018,407,190
State Senate,14,Major Pettaway,I,East Providence 1001,515,90
State Senate,14,Major Pettaway,I,East Providence 1002,303,47
State Senate,14,Major Pettaway,I,East Providence 1003,198,18
State Senate,14,Major Pettaway,I,East Providence 1008,441,96
State Senate,14,Major Pettaway,I,East Providence 1009,470,99
State Senate,14,Major Pettaway,I,East Providence 1010,450,111
State Senate,14,Major Pettaway,I,East Providence 1011,456,108
State Senate,14,Major Pettaway,I,East Providence 1018,184,35
State Senate,14,WRITE-IN,,East Providence 1001,13,0
State Senate,14,WRITE-IN,,East Providence 1002,8,2
State Senate,14,WRITE-IN,,East Providence 1003,3,0
State Senate,14,WRITE-IN,,East Providence 1008,6,0
State Senate,14,WRITE-IN,,East Providence 1009,21,5
State Senate,14,WRITE-IN,,East Providence 1010,6,2
State Senate,14,WRITE-IN,,East Providence 1011,8,0
State Senate,14,WRITE-IN,,East Providence 1018,3,1
State Senate,15,Meghan E. Kallman,D,North Providence 2415,585,154
State Senate,15,Meghan E. Kallman,D,Pawtucket 2601,303,64
State Senate,15,Meghan E. Kallman,D,Pawtucket 2602,600,143
State Senate,15,Meghan E. Kallman,D,Pawtucket 2603,1293,437
State Senate,15,Meghan E. Kallman,D,Pawtucket 2604,660,228
State Senate,15,Meghan E. Kallman,D,Pawtucket 2607,1516,698
State Senate,15,Meghan E. Kallman,D,Pawtucket 2608,1270,595
State Senate,15,Meghan E. Kallman,D,Pawtucket 2609,182,61
State Senate,15,Meghan E. Kallman,D,Pawtucket 2626,130,27
State Senate,15,Meghan E. Kallman,D,Pawtucket 2627,772,266
State Senate,15,Meghan E. Kallman,D,Pawtucket 2631,507,180
State Senate,15,WRITE-IN,,North Providence 2415,27,5
State Senate,15,WRITE-IN,,Pawtucket 2601,10,5
State Senate,15,WRITE-IN,,Pawtucket 2602,6,0
State Senate,15,WRITE-IN,,Pawtucket 2603,51,10
State Senate,15,WRITE-IN,,Pawtucket 2604,32,4
State Senate,15,WRITE-IN,,Pawtucket 2607,48,9
State Senate,15,WRITE-IN,,Pawtucket 2608,34,7
State Senate,15,WRITE-IN,,Pawtucket 2609,4,1
State Senate,15,WRITE-IN,,Pawtucket 2626,3,0
State Senate,15,WRITE-IN,,Pawtucket 2627,30,2
State Senate,15,WRITE-IN,,Pawtucket 2631,15,3
State Senate,16,Jonathon Acosta,D,Central Falls 0401,639,156
State Senate,16,Jonathon Acosta,D,Central Falls 0402,273,58
State Senate,16,Jonathon Acosta,D,Central Falls 0403,598,198
State Senate,16,Jonathon Acosta,D,Central Falls 0404,533,156
State Senate,16,Jonathon Acosta,D,Central Falls 0405,238,83
State Senate,16,Jonathon Acosta,D,Central Falls 0406,376,111
State Senate,16,Jonathon Acosta,D,Central Falls 0407,142,32
State Senate,16,Jonathon Acosta,D,Central Falls 0408,501,137
State Senate,16,Jonathon Acosta,D,Pawtucket 2605,423,92
State Senate,16,Jonathon Acosta,D,Pawtucket 2606,483,129
State Senate,16,Jonathon Acosta,D,Pawtucket 2610,112,23
State Senate,16,Jonathon Acosta,D,Pawtucket 2611,522,187
State Senate,16,WRITE-IN,,Central Falls 0401,39,16
State Senate,16,WRITE-IN,,Central Falls 0402,14,4
State Senate,16,WRITE-IN,,Central Falls 0403,28,16
State Senate,16,WRITE-IN,,Central Falls 0404,28,14
State Senate,16,WRITE-IN,,Central Falls 0405,3,1
State Senate,16,WRITE-IN,,Central Falls 0406,36,16
State Senate,16,WRITE-IN,,Central Falls 0407,9,2
State Senate,16,WRITE-IN,,Central Falls 0408,27,6
State Senate,16,WRITE-IN,,Pawtucket 2605,10,2
State Senate,16,WRITE-IN,,Pawtucket 2606,25,11
State Senate,16,WRITE-IN,,Pawtucket 2610,1,1
State Senate,16,WRITE-IN,,Pawtucket 2611,18,7
State Senate,17,Thomas J. Paolino,R,Lincoln 1701,1489,339
State Senate,17,Thomas J. Paolino,R,Lincoln 1702,531,113
State Senate,17,Thomas J. Paolino,R,Lincoln 1703,751,141
State Senate,17,Thomas J. Paolino,R,Lincoln 1704,1061,201
State Senate,17,Thomas J. Paolino,R,Lincoln 1705,781,161
State Senate,17,Thomas J. Paolino,R,Lincoln 1706,256,61
State Senate,17,Thomas J. Paolino,R,Lincoln 1707,249,28
State Senate,17,Thomas J. Paolino,R,Lincoln 1708,953,218
State Senate,17,Thomas J. Paolino,R,Lincoln 1709,382,91
State Senate,17,Thomas J. Paolino,R,North Providence 2416,950,229
State Senate,17,Thomas J. Paolino,R,North Smithfield 2501,970,191
State Senate,17,Thomas J. Paolino,R,North Smithfield 2502,1087,254
State Senate,17,"John Douglas Barr, II",D,Lincoln 1701,750,325
State Senate,17,"John Douglas Barr, II",D,Lincoln 1702,442,176
State Senate,17,"John Douglas Barr, II",D,Lincoln 1703,579,228
State Senate,17,"John Douglas Barr, II",D,Lincoln 1704,796,284
State Senate,17,"John Douglas Barr, II",D,Lincoln 1705,577,199
State Senate,17,"John Douglas Barr, II",D,Lincoln 1706,148,45
State Senate,17,"John Douglas Barr, II",D,Lincoln 1707,173,53
State Senate,17,"John Douglas Barr, II",D,Lincoln 1708,746,310
State Senate,17,"John Douglas Barr, II",D,Lincoln 1709,273,105
State Senate,17,"John Douglas Barr, II",D,North Providence 2416,784,366
State Senate,17,"John Douglas Barr, II",D,North Smithfield 2501,611,263
State Senate,17,"John Douglas Barr, II",D,North Smithfield 2502,633,287
State Senate,17,WRITE-IN,,Lincoln 1701,6,4
State Senate,17,WRITE-IN,,Lincoln 1702,1,0
State Senate,17,WRITE-IN,,Lincoln 1703,2,1
State Senate,17,WRITE-IN,,Lincoln 1704,4,2
State Senate,17,WRITE-IN,,Lincoln 1705,2,0
State Senate,17,WRITE-IN,,Lincoln 1706,0,0
State Senate,17,WRITE-IN,,Lincoln 1707,0,0
State Senate,17,WRITE-IN,,Lincoln 1708,5,1
State Senate,17,WRITE-IN,,Lincoln 1709,0,0
State Senate,17,WRITE-IN,,North Providence 2416,1,1
State Senate,17,WRITE-IN,,North Smithfield 2501,2,0
State Senate,17,WRITE-IN,,North Smithfield 2502,3,0
State Senate,18,Cynthia M. Mendes,D,East Providence 1004,1196,561
State Senate,18,Cynthia M. Mendes,D,East Providence 1005,1047,483
State Senate,18,Cynthia M. Mendes,D,East Providence 1006,93,28
State Senate,18,Cynthia M. Mendes,D,East Providence 1007,129,40
State Senate,18,Cynthia M. Mendes,D,East Providence 1012,732,219
State Senate,18,Cynthia M. Mendes,D,East Providence 1013,1127,437
State Senate,18,Cynthia M. Mendes,D,East Providence 1014,1267,517
State Senate,18,Cynthia M. Mendes,D,East Providence 1016,719,253
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2616,201,54
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2617,241,70
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2622,221,66
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2623,344,108
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2628,1108,449
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2629,1479,581
State Senate,18,Cynthia M. Mendes,D,Pawtucket 2630,109,32
State Senate,18,WRITE-IN,,East Providence 1004,76,29
State Senate,18,WRITE-IN,,East Providence 1005,66,22
State Senate,18,WRITE-IN,,East Providence 1006,6,1
State Senate,18,WRITE-IN,,East Providence 1007,5,2
State Senate,18,WRITE-IN,,East Providence 1012,41,6
State Senate,18,WRITE-IN,,East Providence 1013,59,15
State Senate,18,WRITE-IN,,East Providence 1014,91,14
State Senate,18,WRITE-IN,,East Providence 1016,54,13
State Senate,18,WRITE-IN,,Pawtucket 2616,5,2
State Senate,18,WRITE-IN,,Pawtucket 2617,9,0
State Senate,18,WRITE-IN,,Pawtucket 2622,12,2
State Senate,18,WRITE-IN,,Pawtucket 2623,6,1
State Senate,18,WRITE-IN,,Pawtucket 2628,52,8
State Senate,18,WRITE-IN,,Pawtucket 2629,56,11
State Senate,18,WRITE-IN,,Pawtucket 2630,7,2
State Senate,19,Ryan W. Pearson,D,Cumberland 0801,932,377
State Senate,19,Ryan W. Pearson,D,Cumberland 0805,1432,494
State Senate,19,Ryan W. Pearson,D,Cumberland 0806,1291,565
State Senate,19,Ryan W. Pearson,D,Cumberland 0807,1731,683
State Senate,19,Ryan W. Pearson,D,Cumberland 0808,1580,684
State Senate,19,Ryan W. Pearson,D,Cumberland 0810,1014,342
State Senate,19,Ryan W. Pearson,D,Cumberland 0811,1271,445
State Senate,19,Ryan W. Pearson,D,Cumberland 0812,1094,434
State Senate,19,Ryan W. Pearson,D,Lincoln 1710,492,155
State Senate,19,Ryan W. Pearson,D,Lincoln 1711,501,136
State Senate,19,WRITE-IN,,Cumberland 0801,45,4
State Senate,19,WRITE-IN,,Cumberland 0805,77,13
State Senate,19,WRITE-IN,,Cumberland 0806,47,6
State Senate,19,WRITE-IN,,Cumberland 0807,89,11
State Senate,19,WRITE-IN,,Cumberland 0808,117,34
State Senate,19,WRITE-IN,,Cumberland 0810,38,1
State Senate,19,WRITE-IN,,Cumberland 0811,56,10
State Senate,19,WRITE-IN,,Cumberland 0812,41,8
State Senate,19,WRITE-IN,,Lincoln 1710,24,2
State Senate,19,WRITE-IN,,Lincoln 1711,23,1
State Senate,20,Roger A. Picard,D,Cumberland 0802,1214,477
State Senate,20,Roger A. Picard,D,Cumberland 0803,1415,461
State Senate,20,Roger A. Picard,D,Cumberland 0804,395,130
State Senate,20,Roger A. Picard,D,Cumberland 0809,576,200
State Senate,20,Roger A. Picard,D,Cumberland 0813,526,154
State Senate,20,Roger A. Picard,D,Woonsocket 3901,198,51
State Senate,20,Roger A. Picard,D,Woonsocket 3905,908,239
State Senate,20,Roger A. Picard,D,Woonsocket 3909,1374,437
State Senate,20,Roger A. Picard,D,Woonsocket 3910,1328,379
State Senate,20,Roger A. Picard,D,Woonsocket 3911,1057,307
State Senate,20,WRITE-IN,,Cumberland 0802,34,6
State Senate,20,WRITE-IN,,Cumberland 0803,60,2
State Senate,20,WRITE-IN,,Cumberland 0804,24,3
State Senate,20,WRITE-IN,,Cumberland 0809,15,2
State Senate,20,WRITE-IN,,Cumberland 0813,24,2
State Senate,20,WRITE-IN,,Woonsocket 3901,4,1
State Senate,20,WRITE-IN,,Woonsocket 3905,31,3
State Senate,20,WRITE-IN,,Woonsocket 3909,41,3
State Senate,20,WRITE-IN,,Woonsocket 3910,50,5
State Senate,20,WRITE-IN,,Woonsocket 3911,32,10
State Senate,21,Gordon E. Rogers,R,Coventry 0605,893,158
State Senate,21,Gordon E. Rogers,R,Coventry 0606,522,88
State Senate,21,Gordon E. Rogers,R,Coventry 0607,1236,248
State Senate,21,Gordon E. Rogers,R,Coventry 0608,1128,189
State Senate,21,Gordon E. Rogers,R,Coventry 0617,793,136
State Senate,21,Gordon E. Rogers,R,Foster 1201,1022,171
State Senate,21,Gordon E. Rogers,R,Foster 1202,896,149
State Senate,21,Gordon E. Rogers,R,Scituate 3001,1647,336
State Senate,21,Gordon E. Rogers,R,Scituate 3002,1671,287
State Senate,21,Gordon E. Rogers,R,Scituate 3003,1579,336
State Senate,21,Gordon E. Rogers,R,West Greenwich 3701,930,144
State Senate,21,WRITE-IN,,Coventry 0605,38,12
State Senate,21,WRITE-IN,,Coventry 0606,26,10
State Senate,21,WRITE-IN,,Coventry 0607,65,35
State Senate,21,WRITE-IN,,Coventry 0608,46,16
State Senate,21,WRITE-IN,,Coventry 0617,48,22
State Senate,21,WRITE-IN,,Foster 1201,110,46
State Senate,21,WRITE-IN,,Foster 1202,105,40
State Senate,21,WRITE-IN,,Scituate 3001,49,18
State Senate,21,WRITE-IN,,Scituate 3002,50,21
State Senate,21,WRITE-IN,,Scituate 3003,52,19
State Senate,21,WRITE-IN,,West Greenwich 3701,26,12
State Senate,22,Paul M. Santucci,R,Johnston 1606,119,19
State Senate,22,Paul M. Santucci,R,North Providence 2407,443,64
State Senate,22,Paul M. Santucci,R,North Providence 2408,306,53
State Senate,22,Paul M. Santucci,R,North Providence 2409,164,25
State Senate,22,Paul M. Santucci,R,Smithfield 3101,908,162
State Senate,22,Paul M. Santucci,R,Smithfield 3102,647,114
State Senate,22,Paul M. Santucci,R,Smithfield 3103,781,141
State Senate,22,Paul M. Santucci,R,Smithfield 3104,1051,217
State Senate,22,Paul M. Santucci,R,Smithfield 3105,804,206
State Senate,22,Paul M. Santucci,R,Smithfield 3106,831,146
State Senate,22,Stephen R. Archambault,D,Johnston 1606,147,58
State Senate,22,Stephen R. Archambault,D,North Providence 2407,722,231
State Senate,22,Stephen R. Archambault,D,North Providence 2408,659,209
State Senate,22,Stephen R. Archambault,D,North Providence 2409,376,151
State Senate,22,Stephen R. Archambault,D,Smithfield 3101,934,378
State Senate,22,Stephen R. Archambault,D,Smithfield 3102,895,370
State Senate,22,Stephen R. Archambault,D,Smithfield 3103,879,355
State Senate,22,Stephen R. Archambault,D,Smithfield 3104,898,405
State Senate,22,Stephen R. Archambault,D,Smithfield 3105,947,449
State Senate,22,Stephen R. Archambault,D,Smithfield 3106,828,337
State Senate,22,Stephen G. Tocco,I,Johnston 1606,24,4
State Senate,22,Stephen G. Tocco,I,North Providence 2407,96,24
State Senate,22,Stephen G. Tocco,I,North Providence 2408,104,17
State Senate,22,Stephen G. Tocco,I,North Providence 2409,40,13
State Senate,22,Stephen G. Tocco,I,Smithfield 3101,124,41
State Senate,22,Stephen G. Tocco,I,Smithfield 3102,136,35
State Senate,22,Stephen G. Tocco,I,Smithfield 3103,124,40
State Senate,22,Stephen G. Tocco,I,Smithfield 3104,133,44
State Senate,22,Stephen G. Tocco,I,Smithfield 3105,112,38
State Senate,22,Stephen G. Tocco,I,Smithfield 3106,111,25
State Senate,22,WRITE-IN,,Johnston 1606,1,0
State Senate,22,WRITE-IN,,North Providence 2407,2,1
State Senate,22,WRITE-IN,,North Providence 2408,3,3
State Senate,22,WRITE-IN,,North Providence 2409,1,0
State Senate,22,WRITE-IN,,Smithfield 3101,4,2
State Senate,22,WRITE-IN,,Smithfield 3102,6,2
State Senate,22,WRITE-IN,,Smithfield 3103,9,6
State Senate,22,WRITE-IN,,Smithfield 3104,3,2
State Senate,22,WRITE-IN,,Smithfield 3105,2,1
State Senate,22,WRITE-IN,,Smithfield 3106,4,0
State Senate,23,Jessica de la Cruz,R,Burrillville 0301,954,168
State Senate,23,Jessica de la Cruz,R,Burrillville 0302,937,141
State Senate,23,Jessica de la Cruz,R,Burrillville 0303,1260,211
State Senate,23,Jessica de la Cruz,R,Burrillville 0304,677,89
State Senate,23,Jessica de la Cruz,R,Burrillville 0305,846,130
State Senate,23,Jessica de la Cruz,R,Burrillville 0306,894,134
State Senate,23,Jessica de la Cruz,R,Glocester 1301,1390,235
State Senate,23,Jessica de la Cruz,R,Glocester 1302,1410,224
State Senate,23,Jessica de la Cruz,R,Glocester 1303,297,42
State Senate,23,Jessica de la Cruz,R,Glocester 1304,819,132
State Senate,23,Jessica de la Cruz,R,North Smithfield 2503,877,139
State Senate,23,Paul A. Roselli,D,Burrillville 0301,448,216
State Senate,23,Paul A. Roselli,D,Burrillville 0302,395,166
State Senate,23,Paul A. Roselli,D,Burrillville 0303,601,267
State Senate,23,Paul A. Roselli,D,Burrillville 0304,341,149
State Senate,23,Paul A. Roselli,D,Burrillville 0305,389,148
State Senate,23,Paul A. Roselli,D,Burrillville 0306,423,193
State Senate,23,Paul A. Roselli,D,Glocester 1301,624,286
State Senate,23,Paul A. Roselli,D,Glocester 1302,662,336
State Senate,23,Paul A. Roselli,D,Glocester 1303,155,59
State Senate,23,Paul A. Roselli,D,Glocester 1304,529,223
State Senate,23,Paul A. Roselli,D,North Smithfield 2503,564,207
State Senate,23,WRITE-IN,,Burrillville 0301,9,4
State Senate,23,WRITE-IN,,Burrillville 0302,8,1
State Senate,23,WRITE-IN,,Burrillville 0303,8,2
State Senate,23,WRITE-IN,,Burrillville 0304,10,7
State Senate,23,WRITE-IN,,Burrillville 0305,23,2
State Senate,23,WRITE-IN,,Burrillville 0306,6,3
State Senate,23,WRITE-IN,,Glocester 1301,5,0
State Senate,23,WRITE-IN,,Glocester 1302,11,4
State Senate,23,WRITE-IN,,Glocester 1303,1,0
State Senate,23,WRITE-IN,,Glocester 1304,3,0
State Senate,23,WRITE-IN,,North Smithfield 2503,0,0
State Senate,24,Melissa A. Murray,D,North Smithfield 2504,932,417
State Senate,24,Melissa A. Murray,D,North Smithfield 2505,503,216
State Senate,24,Melissa A. Murray,D,Woonsocket 3902,525,195
State Senate,24,Melissa A. Murray,D,Woonsocket 3903,384,112
State Senate,24,Melissa A. Murray,D,Woonsocket 3904,910,300
State Senate,24,Melissa A. Murray,D,Woonsocket 3906,779,244
State Senate,24,Melissa A. Murray,D,Woonsocket 3907,1009,295
State Senate,24,Melissa A. Murray,D,Woonsocket 3908,914,301
State Senate,24,Melissa A. Murray,D,Woonsocket 3912,816,288
State Senate,24,WRITE-IN,,North Smithfield 2504,52,7
State Senate,24,WRITE-IN,,North Smithfield 2505,21,2
State Senate,24,WRITE-IN,,Woonsocket 3902,16,2
State Senate,24,WRITE-IN,,Woonsocket 3903,12,1
State Senate,24,WRITE-IN,,Woonsocket 3904,38,4
State Senate,24,WRITE-IN,,Woonsocket 3906,36,5
State Senate,24,WRITE-IN,,Woonsocket 3907,53,4
State Senate,24,WRITE-IN,,Woonsocket 3908,56,8
State Senate,24,WRITE-IN,,Woonsocket 3912,39,5
State Senate,25,"Frank Lombardo, III",D,Johnston 1601,851,237
